Country Code,Country,Year,PV cumulative capacity (MW),Last year's PV cumulative capacity (MW),PV added capacity (MW),Solar PV Module Cost (2019 US$ per W),Population,Land area (km^2),Urban land area (km^2),Rural land area (km^2),Agricultural land (km^2),Forest area (km^2),Public Investments in solar energy (2019 million USD),KOFGI,GDP (current US$),GNI (current US$),Access to electricity (% of population),Primary education,Secondary education,Tertiary education,"Average Theoretical potential (GHI, kWh/m2/day), long-term",Research and development expenditure (% of GDP),Investment in energy with private participation (current US$),Gini index (World Bank estimate),Ease of doing business rank (1=most business-friendly regulations),Duration of compulsory education (years),Labor force,Total unemployment,"Agriculture, forestry, and fishing, value added (current US$)","Manufacturing, value added (current US$)","Industry (including construction), value added (current US$)",electricity net generation (billion kWh),electricity net consumption (billion kWh),nuclear electricity net generation (billion kWh),fossil fuels electricity net generation (billion kWh),Cloud coverage (%),Daylight hours (min/day),Precipitation,Snowfall (mm/h),Temperature (C)
IRN,Iran IR,2014,9.378,0.987,8.391,0.6415,77465769,1628760,69242.76563,1545056.125,459540,106919.8,,53.21269608,432687000000,433978000000,100,83316783.244,66059910.878,52149778.147,5.52,,,38.8,,9,23762811,2537868.2885,42326559528,59496622875,171443000000,,,,,25.894101917,730.21542114,0.0297230681,0.0051684566,18.581481667
IRN,Iran IR,2015,9.378,9.378,0,0.5965,78492208,1628760,69242.76563,1545056.125,459540,106919.8,,53.62461853,384951000000,385925000000,99.96,85478566.626,67400806.039,57268740.648,5.52,0.41763,,39.5,,9,24705761,2759633.5235,40361021583,47635608782,126917000000,,,,,26.273632792,730.21252063,0.0339351713,0.0053116949,19.244871558
IRN,Iran IR,2016,43.208,9.378,33.83,0.5505,79563991,1628760,69242.76563,1545056.125,459540,107020.8,,54.18172455,417984000000,419265000000,99.95,88503461.131,69114309.237,55404908.871,5.52,,,40,,9,25742459,3248698.2975,40282603587,49721490355,141530000000,,,,,24.064147725,730.05550383,0.0288413122,0.0043665905,19.343558617
IRN,Iran IR,2017,184.478,43.208,141.27,0.462166667,80673888,1628760,69242.76563,1545056.125,459540,107105.9,,53.41441727,445345000000,446174000000,99.94,89312078.763,69630837.129,54951897.245,5.52,0.83027,94500000,40.8,,9,26730481,3269137.7033,42306665581,53417893827,155471000000,,,,,22.672417342,730.21760714,0.0304575417,0.0047629411,19.197723
IRN,Iran IR,2018,286.378,184.478,101.9,0.4115,81800204,1628760,69242.76563,1545056.125,459540,107270.3,0.07,54.30815887,294357000000,295974000000,100,,,51358323.489,5.52,,,42,,9,27200998,3315801.542,29248267148,39710923844,105705000000,,,,,27.341234833,730.21466163,0.0339374074,0.0036628383,19.630225917
IRN,Iran IR,2019,345.878,286.378,59.5,0.37725,82913893,1628760,69242.76563,1545056.125,,107434.7,,54.60063171,258245000000,258444000000,100,,,50075175.518,5.52,,,,127,9,27293909,2931365.7638,31459156161,38174219503,81806500071,,,,,27.019144583,730.21171828,0.044753008,0.0063717993,18.922441583
IRN,Iran IR,2020,429.8,345.878,83.922,,83992953,1628760,69242.76563,1545056.125,,107518.7,,,203471000000,202972000000,,,,48902787.317,5.52,,,,,9,25884148,3149841.8847,23030430848,35996926770,68938579900,,,,,25.7663141,730.05457434,0.0410223835,0.0061174627,18.532930158
IRQ,Iraq,2000,0,,,4.879966188,23497589,437370,12429.91504,415377.6563,83000,8180,,40.9626236,48364250944,48059388966,,22798559.392,8879475.5668,2846798.7358,5.46,,,,,6,5644809,492622.49481,2241559948,439199703.3,41010940149,30.01666,27.27666,0,29.41166,18.706450746,730.13176498,0.0193062758,0.0014639047,22.99965775
IRQ,Iraq,2001,0,0,0,4.773879966,24208178,437370,12429.91504,415377.6563,84900,8187,,40.78362274,36176430129,35918504943,,,9168936.995,,5.46,,,,,6,5821082,512662.70105,2507372836,533967759.2,28007639379,30.34702,28.13102,0,29.73502,22.356054308,730.29680706,0.0212255278,0.0009875201,23.48161175
IRQ,Iraq,2002,0,0,0,4.031276416,24931922,437370,12429.91504,415377.6563,88400,8194,,40.51735687,32928454672,32363890129,,,,3200780.1941,5.46,,,,,6,6005060,531567.92543,2819555474,501152815,24419036137,31.85724,29.53124,0,31.34524,21.641797038,730.29382873,0.0253295332,0.0014732359,22.987657083
IRQ,Iraq,2003,0,0,0,3.978233305,25644503,437370,12429.91504,415377.6563,86900,8201,,40.93037415,21921569479,21945812155,,27173885.587,10873704.99,,5.46,,,,,6,6189655,545865.68955,1842641262,225044234.7,15528852640,26.66158,24.99458,0,26.23258,23.512128171,730.29087158,0.0236562818,0.0016921535,22.969830833
IRQ,Iraq,2004,0,0,0,4.137362637,26313838,437370,12429.91504,415377.6563,86900,8208,,41.05508423,36627901762,36680330189,,27466533.962,12578898.706,4212748.1552,5.46,,,,,6,6365398,547933.44724,2541449419,645159727.8,22648885311,30.38188,29.68088,0,29.89388,23.663081659,730.13093103,0.0234147453,0.0014766815,22.915472417
IRQ,Iraq,2005,0,0,0,4.243448859,26922279,437370,12429.91504,415377.6563,93900,8215,,41.26489639,49954890353,45427690353,,,,4349945.4762,5.46,,,,,6,6527913,568320.12719,3440324728,659668002.7,31775523709,28.876,20.997,0,22.936,21.163611308,730.29620152,0.0205992595,0.001702631,22.984576667
IRQ,Iraq,2006,0,0,0,4.455621302,27448124,437370,12429.91504,415377.6563,89900,8222,,41.28990555,65140147197,61594655251,97.62211156,,,,5.46,,,28.6,,6,6650093,575366.07476,3795086410,1003951357,40024837061,32.09842,25.22542,0,26.06338,23.181334903,730.2933223,0.0311357049,0.0014388003,23.16443825
IRQ,Iraq,2007,0,0,0,4.137362637,27911242,437370,12429.91504,415377.6563,91400,8229,,40.82633209,88837055195,85770188555,98.1,30336454.897,15048881.939,,5.46,0.04554,240000000,,,6,6757432,584517.84225,4379221104,1448987753,53397920070,31.52958,20.12058,0,25.85094,21.891590792,730.29046198,0.0177339905,0.0010962488,23.17135485
IRQ,Iraq,2008,0,0,0,3.447802198,28385739,437370,12429.91504,415377.6563,81900,8236,,39.55314255,131614000000,135100000000,97.96062469,,,,5.46,0.03435,500000000,,,6,6854442,581530.8734,5064234115,2266985004,82639200443,34.80197,19.75297,0,31.35182,18.789668458,730.13049168,0.0147165512,0.0013824218,23.200311475
IRQ,Iraq,2009,0,0,0,2.386939983,28973157,434320,12429.91504,415377.6563,78500,8243,,41.16940689,111658000000,114753000000,98.09731293,,,,5.46,0.04562,480000000,,,6,6978770,585728.1416,5839616924,2915548630,58050544928,43.03193,30.19193,0,39.8372,24.1146753,730.29595609,0.0175474108,0.0007894616,23.051957417
IRQ,Iraq,2010,0,0,0,2.04475,29741977,434320,12429.91504,415377.6563,82200,8250,,41.93214798,138517000000,140110000000,98.25507355,,,,5.46,0.03684,250000000,,,6,7144371,589482.08007,7150625983,3144200513,77283320940,46.21088,34.09488,0,41.49254,22.89018065,730.29310892,0.0171429498,0.0006130871,24.656371833
IRQ,Iraq,2011,0,0,0,1.67725,30725305,434320,12429.91504,415377.6563,85500,8250,,41.96303558,185750000000,185513000000,98,,,,5.46,0.03476,,,,6,7423495,602936.24467,8477193846,5241675897,116183000000,50.83864,37.31564,0,47.47564,19.273488392,730.29024863,0.0203289289,0.0008605118,22.37705975
IRQ,Iraq,2012,0,0,0,0.876416667,31890012,434320,12429.91504,415377.6563,85685,8250,2.18,42.49642181,218002000000,219061000000,99.3,,,,5.46,,,29.5,,6,7742672,616316.69414,8991014088,5933539920,132059000000,43.47644,33.84944,0,39.12844,21.298009867,730.13016133,0.0212001783,0.0017966967,23.347614083
IRQ,Iraq,2013,29.5,0,29.5,0.696333333,33157061,434128,12429.91504,415377.6563,88637.5,8250,,44.306633,234638000000,233577000000,98.84931946,,,,5.46,,250000000,,,6,8304576,769335.91557,11188556089,5391116981,135366000000,55.2001,44.1171,0,50.4451,21.780291,730.29564513,0.0291754179,0.0015745456,22.744191417
IRQ,Iraq,2014,36.5,29.5,7,0.6415,34411949,434128,12429.91504,415377.6563,92690,8250,,44.82511902,228416000000,227112000000,99.09417725,,,,5.46,0.03733,,,,6,8889023,941347.54903,11259539108,4287507633,126331000000,63.90578,41.84478,0,60.94678,23.959624475,730.29271143,0.0259393815,0.0004375963,23.387911583
IRQ,Iraq,2015,36.5,36.5,0,0.5965,35572269,434128,12429.91504,415377.6563,92500,8250,,46.53421783,166774000000,165258000000,99.35511017,,,,5.46,0.03775,,,,6,9291728,996537.86331,6990950828,3627684484,75615863010,64.75148,40.37148,0,62.17348,22.769514158,730.289753,0.0286606383,0.0012266131,23.52714775
IRQ,Iraq,2016,36.5,36.5,0,0.5505,36610632,434128,12429.91504,415377.6563,92500,8250,260.57,45.61769485,166602000000,165041000000,99.65268707,,,,5.46,0.0356,500000000,,,6,9620473,1040935.1488,6626097208,3753335618,76941197800,75.45346,38.46046,0,72.05946,21.710798808,730.129479,0.0227246881,0.0013130962,23.576642083
IRQ,Iraq,2017,36.5,36.5,0,0.462166667,37552789,434128,12429.91504,415377.6563,92500,8250,,45.52543259,187218000000,185777000000,99.83660889,,,,5.46,0.0441,,,,6,9631305,1253995.9553,5572960135,4070858446,96098228547,82.2889,41.3109,0,80.07766,20.275066228,730.2949408,0.0161719073,0.0008960373,23.726516208
IRQ,Iraq,2018,215.545,36.5,179.045,0.4115,38433604,434128,12429.91504,415377.6563,92500,8250,,46.30467606,227367000000,225613000000,99.9,,,,5.46,0.04342,,,,6,9968680,1292539.0089,6402253308,4620056309,123165000000,77.64996,43.97096,0,75.79314,27.455106533,730.29193619,0.041695401,0.0006419288,24.0728435
IRQ,Iraq,2019,215.545,215.545,0,0.37725,39309789,434128,12429.91504,415377.6563,,8250,,46.37805557,235097000000,233931000000,100,,,,5.46,,,,172,6,10242316,1317469.0989,8808100169,4994045178,124709000000,90.81454,46.49254,0,88.30454,22.319512875,730.28893377,0.0344439235,0.0011620772,23.484210417
IRQ,Iraq,2020,215.5,215.545,-0.045,,40222503,434128,12429.91504,415377.6563,,8250,,,166757000000,164947000000,,,,,5.46,,,,,6,10368723,1460745.7273,9828861997,5023868037,68527349664,,,0,,21.337137325,730.12852998,0.0259221872,0.0010721641,23.85119975
IRL,Ireland,2000,0,,,4.879966188,3805174,68890,5638.355957,63249.21484,44120,6303.6,,82.56562042,99958806891,87139368896,100,3892018.7252,4000089.0115,1881651.3143,2.53,1.08497,,33,,10,1868665,80726.331214,2503897181,23109617652,31488346232,22.17072,20.24872,0,21.13872,73.474200917,736.38883228,0.1438852578,0.0005114512,9.9434673417
IRL,Ireland,2001,0,0,0,4.773879966,3866243,68890,5638.355957,63249.21484,44100,6393.62,,83.14560699,109252000000,93326632662,100,3944435.0738,4067953.8593,1959210.9414,2.53,1.05306,,,,10,1906350,70153.681277,2178332886,27586002685,37236511857,23.0527,20.8957,0,22.1887,73.404028417,736.75765018,0.1083288413,0.0014127378,9.8730657417
IRL,Ireland,2002,0,0,0,4.031276416,3931947,68890,5638.355957,63249.21484,43730,6483.64,,83.39195251,127986000000,107304000000,100,4042876.1897,4182184.4428,2104960.0207,2.53,1.05605,,32.3,,10,1951540,82354.983902,2220951440,34229989648,44929795784,23.24434,21.78134,0,22.05334,75.84001625,736.75138111,0.153245931,0.0006489086,10.283683708
IRL,Ireland,2003,0,0,0,3.978233305,3996521,68890,5638.355957,63249.21484,43700,6573.66,,83.23836517,164308000000,141653000000,100,4105171.5349,4310367.6662,2231903.8526,2.53,1.12451,,32.9,,10,1996514,89443.827579,2431764108,38380014673,53004095937,23.23862,22.36862,0,22.29962,71.541443833,736.74514957,0.113724753,0.0002466278,10.367841542
IRL,Ireland,2004,0,0,0,4.137362637,4070262,68890,5638.355957,63249.21484,43050,6663.68,,83.48106384,194015000000,167467000000,100,4190886.1193,4453268.835,2398276.0851,2.53,1.17866,,33.6,,10,2046543,91889.776013,3053970698,40990322821,59690937422,23.58174,23.11974,0,22.39174,73.939259167,736.38733973,0.1229726751,0.0006270195,10.257647375
IRL,Ireland,2005,0,0,0,4.243448859,4159914,68890,5638.355957,63249.21484,43020,6753.7,,83.89772034,211798000000,183426000000,100,4287949.9255,4566932.5404,2448913.0811,2.53,1.19281,,33.8,,10,2161417,93805.501107,2189037433,41495631140,63611815695,24.00882,24.00382,0,22.32782,75.979604167,736.75661786,0.123653404,0.0009080227,10.419712083
IRL,Ireland,2006,0,0,0,4.455621302,4273591,68890,5638.355957,63249.21484,42600,6843.72,,83.60198212,231986000000,203439000000,100,4401766.1268,4684002.7176,2497537.0592,2.53,1.19836,,32.7,,10,2244396,98977.860166,2136947685,43086942667,69782330950,25.42254,25.08454,0,23.16254,73.72669825,736.75049713,0.137870755,0.0001375059,10.467831167
IRL,Ireland,2007,0,0,0,4.137362637,4398942,68890,5638.355957,63249.21484,42760,6933.74,,84.65772247,269736000000,233200000000,100,4544482.4345,4893141.0114,2564670.7474,2.53,1.23325,,31.9,,10,2333886,116227.52324,2813951547,48479015877,76946542568,26.142,25.3,0,23.552,73.269558167,736.74438017,0.1269718211,0.0009482207,10.688806367
IRL,Ireland,2008,0,0,0,3.447802198,4489544,68890,5638.355957,63249.21484,46290,7023.76,,83.95449829,274327000000,237464000000,100,4600687.2051,4996591.6717,2425138.1421,2.53,1.38766,,30.9,,10,2352819,159285.84585,2331857331,48169251501,71120760217,28.127,26.355,0,24.741,75.302057833,736.38641115,0.1438062827,0.0008864261,9.9699406083
IRL,Ireland,2009,0.617,0,0.617,2.386939983,4535375,68890,5638.355957,63249.21484,45939.2,7113.78,,85.24079132,235509000000,196744000000,100,4662182.5929,5188136.1942,2562667.3253,2.53,1.6082,,32.7,,10,2305853,290768.05546,1314905529,48017290914,60317233954,26.296,24.959,0,22.419,74.435422667,736.7559725,0.1581541078,0.0025962148,9.9258289167
IRL,Ireland,2010,0.693,0.617,0.076,2.04475,4560155,68890,5638.355957,63249.21484,45680,7203.8,,85.78754425,221660000000,185645000000,100,4707698.3088,5385402.0824,2878663.4252,2.53,1.59153,,32.3,,10,2261294,328566.01209,2116190560,43215180651,51743234488,26.59112,24.96312,0,22.98112,70.783795417,736.74981078,0.1095427178,0.0035026287,9.002871225
IRL,Ireland,2011,0.789,0.693,0.096,1.67725,4580084,68890,5638.355957,63249.21484,45550,7272.38,,85.67366791,238663000000,193721000000,100,4734830.263,5305282.2534,3105232.4466,2.53,1.56058,,32.9,,10,2239945,343831.56601,2877523991,50162397256,58646824067,25.84948,24.31148,0,20.43748,75.808503,736.74360443,0.1371400008,0.0007630996,10.1360646
IRL,Ireland,2012,0.94,0.789,0.151,0.876416667,4599533,68890,5638.355957,63249.21484,45330,7340.96,,85.9539566,225510000000,181882000000,100,4696966.7244,5416050.8189,3136755.0359,2.53,1.56119,,33.2,,10,2230536,344617.80776,2227555253,45390631422,55108789179,25.68984,24.10084,0,20.52584,77.237449083,736.38535026,0.1357235685,0.0000974496,9.9072416333
IRL,Ireland,2013,1.017,0.94,0.077,0.696333333,4623816,68890,5638.355957,63249.21484,44770,7409.54,,85.74555206,238212000000,200925000000,100,4714366.2001,,3315255.1173,2.53,1.5658,,33.5,,10,2248142,308669.88626,2585096281,46892452288,58071705231,24.13702,24.36202,0,18.69002,75.325343333,736.75490298,0.1240161097,0.0013849756,9.9077078083
IRL,Ireland,2014,1.629,1.017,0.612,0.6415,4657740,68890,5638.355957,63249.21484,44660,7478.12,,86.20632935,258625000000,218340000000,100,4729573.357,5437403.6446,3438028.4517,2.53,1.52307,,31.9,,10,2252110,267100.23834,3222161286,51792506393,64202861370,24.41818,24.53918,0,18.18618,75.183630167,736.74857288,0.14436927,0.0013199793,10.419350592
IRL,Ireland,2015,2.352,1.629,0.723,0.5965,4701957,68890,5638.355957,63249.21484,44300,7546.7,,86.41999054,291463000000,224032000000,100,4757658.2164,5500813.2971,3631422.3525,2.53,1.18267,,31.8,,10,2271333,225089.09682,2612089604,101731000000,112008000000,26.64104,25.23004,0,18.95604,73.929970333,736.74221114,0.1543026108,0.0015656528,9.7939281333
IRL,Ireland,2016,5.927,2.352,3.575,0.5505,4755335,68890,5638.355957,63249.21484,44610,7623.5,,85.88170624,298725000000,243320000000,100,4819127.4243,5565107.5396,3688101.6589,2.53,1.16892,,32.8,,10,2313591,193647.56406,2829970784,99618370145,111058000000,28.6159,25.7689,0,21.2769,74.245413917,736.38365655,0.125477802,0.0006429268,10.11492545
IRL,Ireland,2017,15.714,5.927,9.787,0.462166667,4807388,68890,5638.355957,63249.21484,44890,7700.2,,85.88909149,334602000000,265659000000,100,4848384.5972,6023999.5125,3739216.0364,2.53,,,31.4,,10,2335923,156740.43419,3946292740,107552000000,121084000000,29.17208,26.31708,0,20.33408,76.726649083,736.75325077,0.1285298806,0.0013266663,10.400670075
IRL,Ireland,2018,24.231,15.714,8.517,0.4115,4867316,68890,5638.355957,63249.21484,45160,7740.2,,85.68392944,384854000000,298071000000,100,4917589.6649,7539876.2133,3761602.1144,2.53,1.14647,,,,10,2378250,136511.54455,3420181319,127100000000,142528000000,29.40994,27.147377,0,19.17694,74.774131417,736.74688679,0.1301066896,0.0034018072,10.193070458
IRL,Ireland,2019,31.11,24.231,6.879,0.37725,4934340,68890,5638.355957,63249.21484,,7780.2,,85.74684906,399122000000,309766000000,100,4982738.8588,6813890.1569,3709633.8154,2.53,,,,24,10,2425468,120060.66137,3603665691,127761000000,143089000000,29.81813,28.18913,0,17.987,76.368975167,736.74054529,0.1433182517,0.0009363185,10.315097883
IRL,Ireland,2020,40.19,31.11,9.08,,4994724,68890,5638.355957,63249.21484,,7820.2,,,425889000000,324083000000,,,,,2.53,,,,,10,2417208,135847.08684,3958528472,147002000000,161640000000,33.088,30.627,0,19.17,75.868093917,736.38181025,0.1549602958,0.0009082407,10.217180383
ISR,Israel,2000,0,,,4.879966188,6289000,21640,6399.019531,15621.7832,5660,1530,,71.1217041,132456000000,124199000000,100,6743855.1701,6550759.3744,3145163.5807,5.75,3.93329,,,,11,2774942,308018.57254,1762284845,22467412013,31039927403,40.1032,37.2082,0,40.0722,23.912395083,729.89036162,0.0310226783,0.0000893428,19.709416667
ISR,Israel,2001,0,0,0,4.773879966,6439000,21640,6399.019531,15621.7832,5610,1531,,71.63058472,130816000000,125378000000,100,6906569.2986,6769627.0676,3370682.534,5.75,4.18499,,38.9,,11,2841412,335570.76913,2011225242,20443728036,28771274699,41.31514,38.57514,0,41.29514,24.101698167,730.04640363,0.0239197358,0.0000194473,20.338757625
ISR,Israel,2002,0,0,0,4.031276416,6570000,21640,6399.019531,15621.7832,5630,1532,,70.9538269,121148000000,116732000000,100,7038929.0393,7046226.2529,3772714.1798,5.75,4.13067,,,,11,2865513,369364.63544,1924755161,18139999578,26194048504,42.77192,39.99492,0,42.73992,25.948235917,730.04358468,0.0363506772,0.0001168681,20.266858667
ISR,Israel,2003,0,0,0,3.978233305,6689700,21640,6399.019531,15621.7832,5510,1533,,72.03792572,127047000000,122456000000,100,7135951.3565,7134494.2061,3839984.1096,5.75,3.89304,,,,11,2936323,396697.24405,1896789486,18462479744,27207281131,44.22112,41.31412,0,44.17812,25.244297167,730.04078584,0.0353001691,0.0002462313,20.0780905
ISR,Israel,2004,0,0,0,4.137362637,6809000,21640,6399.019531,15621.7832,5135,1534,,73.43057251,135571000000,131614000000,100,7239179.6897,7199040.6007,3890002.812,5.75,3.87344,,,,11,3014764,392823.74106,1919868139,19621352967,28595347836,44.4446,41.6006,0,44.4056,26.499092583,729.88957125,0.0302139295,0.0001986918,19.89423175
ISR,Israel,2005,1,0,1,4.243448859,6930100,21640,6399.019531,15621.7832,5145,1535,,74.49501801,142657000000,141420000000,100,7260166.9483,7343261.3214,4070952.8752,5.75,4.04819,,41.8,,11,3090030,350409.40664,2357033001,21508291107,30529828866,45.68822,42.63222,0,45.64922,25.738496833,730.04582944,0.0262898707,0.0000876192,19.786233958
ISR,Israel,2006,1.3,1,0.3,4.455621302,7053700,21640,6399.019531,15621.7832,5088,1536,,75.33265686,154145000000,153530000000,100,7322055.6323,7485121.3267,4114624.3399,5.75,4.14097,,,,11,3174547,339993.98497,2450926657,23558806724,33679385520,47.52602,44.30702,0,47.50102,25.207371092,730.04310456,0.0275959267,0.0000809617,19.684989
ISR,Israel,2007,1.8,1.3,0.5,4.137362637,7180100,21640,6399.019531,15621.7832,5181,1537,,76.43627167,179162000000,178923000000,100,7491304.6833,7574367.3184,4395283.9833,5.75,4.42235,,41.1,,11,3265369,306291.61592,2730201553,28009187459,39372953677,50.56592,47.05792,0,50.54192,25.626618917,730.04039778,0.0280653853,0.0000377591,20.037702958
ISR,Israel,2008,3,1.8,1.2,3.447802198,7308800,21640,6399.019531,15621.7832,5156,1538,,78.54881287,216712000000,212500000000,100,7578832.255,7607170.921,4416268.4598,5.75,4.34227,,,,11,3329931,256404.68064,3397291249,32357121795,46414465719,53.377,48.516,0,53.345,24.577128667,729.88915536,0.0224621161,0.0001732398,20.326907667
ISR,Israel,2009,24.5,3,21.5,2.386939983,7485600,21640,6399.019531,15621.7832,5226,1539,,78.3766098,207953000000,203002000000,100,7790544.8845,7723283.4449,4727097.4045,5.75,4.13293,,,,13,3418009,325736.24857,3852125474,29418765099,43142125219,51.46154,45.91754,0,51.36254,25.6044205,730.04559762,0.0314855298,0.0000392729,20.423521417
ISR,Israel,2010,69.9,24.5,45.4,2.04475,7623600,21640,6399.019531,15621.7832,5045,1540,,79.54379272,234655000000,230314000000,100,8038830.6264,7869905.35,5025945.1961,5.75,3.93541,,42.5,,13,3507857,297466.25753,3691587400,33146945353,48884282992,55.05566,49.47366,0,54.88566,26.505483583,730.0429035,0.0240626404,0.0000396938,21.738946333
ISR,Israel,2011,189.7,69.9,119.8,1.67725,7765800,21640,6399.019531,15621.7832,5170,1562,,76.35972595,262294000000,258770000000,100,8247627.7408,7987763.8817,5170907.0347,5.75,4.01532,,,,13,3553422,253714.32604,4197649865,35788659951,53328783750,56.04112,50.17912,0,55.74012,24.203571083,730.04019709,0.0333840093,0.0000184292,19.842359958
ISR,Israel,2012,236.7,189.7,47,0.876416667,7910500,21640,6399.019531,15621.7832,5262,1584,,76.31687927,258417000000,251793000000,100,8449533.1696,8086334.0877,5424595.5611,5.75,4.16147,,41.3,,13,3643832,249966.88008,3370457854,35958285276,53167320885,59.25186,53.08186,0,58.76786,26.557938,729.88884394,0.0373408924,0.0002048581,20.499005333
ISR,Israel,2013,420,236.7,183.3,0.696333333,8059500,21640,6399.019531,15621.7832,5203,1606,,76.07591248,294167000000,288219000000,100,8513734.774,8276560.2271,5403398.1639,5.75,4.0961,,,,13,3712191,230527.06251,3827710061,37458525748,59685060894,57.67694,50.43494,0,57.10594,25.10754375,730.04530496,0.031372979,0.0002160271,20.349353333
ISR,Israel,2014,670,420,250,0.6415,8215700,21640,6399.019531,15621.7832,5377,1628,721,75.82054138,310945000000,309067000000,100,8641349.7564,8464089.6617,5499796.6271,5.75,4.17398,,39.8,,13,3810092,224414.41369,3749648749,38949522419,62596290028,57.21948,50.63748,0,56.29848,25.558596,730.04252887,0.024770611,0.0000017125,20.450805667
ISR,Israel,2015,765.75,670,95.75,0.5965,8380100,21640,6399.019531,15621.7832,5339,1650,166.02,76.49349213,300078000000,297504000000,100,8851393.6731,8686790.869,5487867.0952,5.75,4.26525,,,,13,3874441,203408.1525,3735047211,38112250847,59421939196,60.44528,52.77628,0,59.23128,26.47974325,730.03972935,0.0337140689,0.0005044405,20.375084333
ISR,Israel,2016,866,765.75,100.25,0.5505,8546000,21640,6399.019531,15621.7832,5320,1400,,76.79388428,319024000000,316136000000,100,8951768.0881,8993218.8459,5546371.0826,5.75,4.51177,,39,,15,3950538,189625.83155,3959504500,37684788616,60626685906,63.10332,55.01532,0,61.39892,25.427698858,729.88819909,0.0303915303,0.000051701,20.858341333
ISR,Israel,2017,969,866,103,0.462166667,8713300,21640,6399.019531,15621.7832,6230,1400,,76.25054169,355277000000,353488000000,100,9140349.5504,9156332.6702,5520284.2517,5.75,4.81623,,,,15,4018175,169566.97656,4289269826,40283030241,66049547457,63.48794,55.45194,0,61.79654,24.73217,730.04463898,0.0179587892,0.0000698922,20.5406225
ISR,Israel,2018,1070,969,101,0.4115,8882800,21640,6399.019531,15621.7832,6233,1400,,76.5843811,373641000000,373367000000,100,9299263.9311,9376422.5434,5460867.5407,5.75,4.94079,,,,15,4092962,163718.48,4450252979,42916091191,70452927667,64.71652,56.339606,0,62.95932,32.672128625,730.0417953,0.0412503069,8.47625e-6,21.359001917
ISR,Israel,2019,1190,1070,120,0.37725,9054000,21640,6399.019531,15621.7832,,1400,,76.57809448,397935000000,395686000000,100,9464160.5959,9504318.9338,5461843.5292,5.75,,,,35,15,4146067,157550.54401,4505935413,44912484723,74341856923,68.1455,59.1925,0,64.6673,25.70751975,730.03895368,0.0395936886,0.0000819802,20.641360333
ISR,Israel,2020,2230,1190,1040,,9216900,21640,6399.019531,15621.7832,,1400,,,407101000000,402948000000,,,,,5.75,,,,,15,4110257,177974.12498,4696636799,46099137296,75669347892,68.51312,,0,64.20012,26.621292083,729.88730028,0.0402172092,0.0000265833,20.87149125
ITA,Italy,2000,19,,,4.879966188,56942108,294110,73540.88281,223236.4375,156370,83692.5,,78.88858795,1.14383e+12,1.13946e+12,100,59164432.405,52987005.24,28363588.111,4.07,1.00364,,35.3,,8,23490236,2546341.6176,29323383085,201008000000,278057000000,254.00428,279.14828,0,204.69628,44.964238333,732.16100935,0.1042968288,0.0069751314,14.314100775
ITA,Italy,2001,20,19,1,4.773879966,56974100,294110,73540.88281,223236.4375,155020,84351.29,,79.48616028,1.16701e+12,1.16344e+12,100,58959838.989,54751631.085,30126372.451,4.07,1.0407,,,,8,23604084,2265992.1539,29054317673,200056000000,281493000000,256.07174,285.09274,0,203.01274,46.290799917,732.39767234,0.0883010158,0.0084218288,14.138106875
ITA,Italy,2002,22,20,2,4.031276416,57059007,294110,73540.88281,223236.4375,152730,85010.08,,77.44342041,1.27071e+12,1.26504e+12,100,58675706.463,56000786.873,31697298.792,4.07,1.08124,,,,8,23881110,2199450.2401,30133446264,213559000000,305346000000,260.56824,291.38324,0,213.98724,51.606069,732.39347348,0.1188211319,0.0070152994,14.130801717
ITA,Italy,2003,26,22,4,3.978233305,57313203,294140,73540.88281,223236.4375,149070,85668.87,,77.71005249,1.57415e+12,1.56656e+12,100,58703106.747,56813758.876,33629793.864,4.07,1.05894,,34.9,,12,24227695,2148996.5189,37117720090,253918000000,369599000000,265.78076,295.85976,0,223.15976,46.356376333,732.38930365,0.0951125366,0.008360082,14.394931083
ITA,Italy,2004,31,26,5,4.137362637,57685327,294140,73540.88281,223236.4375,148830,86327.66,,78.03936768,1.80323e+12,1.80024e+12,100,58875456.575,57118816.178,35905067.101,4.07,1.05025,,34.3,,12,24594682,1935601.4454,42322324311,286645000000,422297000000,278.2516,303.0186,0,225.1676,50.059604917,732.15986809,0.1130865288,0.0096285762,13.844444808
ITA,Italy,2005,34,31,3,4.243448859,57969484,294140,73540.88281,223236.4375,147360,86986.45,,78.233078,1.85752e+12,1.86044e+12,100,59297534.155,57556627.451,37354625.827,4.07,1.04435,,33.8,,12,24435666,1888876.9864,37774530531,288823000000,432275000000,279.2707,307.7997,0,231.0567,47.991089667,732.39685169,0.1063739291,0.009424148,13.319935483
ITA,Italy,2006,45,34,11,4.455621302,58143979,294140,73540.88281,223236.4375,142030,87645.24,,79.13131714,1.94792e+12,1.95565e+12,100,59951955.445,58174867.117,38437707.291,4.07,1.08401,,33.7,,12,24489833,1660410.7288,37903399824,303980000000,455832000000,289.73548,314.79448,0,239.12848,47.003056917,732.39278608,0.0902020538,0.0064537316,14.020921417
